iter	Passed	Remaining
3215	100817	12037
3216	100841	12005
3217	100875	11974
3218	100903	11942
3219	100932	11911
3220	100969	11880
3221	100995	11848
3222	101028	11817
3223	101064	11786
3224	101102	11756
3225	101138	11725
3226	101170	11694
3227	101210	11663
3228	101244	11632
3229	101275	11601
3230	101310	11570
3231	101340	11538
3232	101371	11507
3233	101396	11475
3234	101419	11443
3235	101456	11412
3236	101488	11380
3237	101513	11348
3238	101547	11317
3239	101582	11286
3240	101607	11254
3241	101644	11224
3242	101679	11193
3243	101700	11160
3244	101736	11129
3245	101770	11098
3246	101797	11067
3247	101827	11035
3248	101855	11003
3249	101886	10972
3250	101922	10941
3251	101950	10909
3252	101977	10878
3253	102014	10847
3254	102035	10814
3255	102070	10783
3256	102102	10752
3257	102130	10720
3258	102164	10689
3259	102198	10658
3260	102228	10627
3261	102263	10596
3262	102297	10565
3263	102326	10533
3264	102353	10501
3265	102386	10470
3266	102415	10439
3267	102451	10408
3268	102475	10376
3269	102507	10344
3270	102544	10314
3271	102576	10282
3272	102611	10251
3273	102648	10220
3274	102685	10190
3275	102713	10158
3276	102747	10127
3277	102786	10096
3278	102819	10065
3279	102847	10033
3280	102882	10002
3281	102912	9971
3282	102943	9940
3283	102980	9909
3284	103017	9878
3285	103044	9846
3286	103078	9815
3287	103111	9784
3288	103134	9752
3289	103169	9721
3290	103202	9689
3291	103233	9658
3292	103268	9627
3293	103296	9595
3294	103322	9564
3295	103357	9532
3296	103387	9501
3297	103419	9470
3298	103453	9439
3299	103486	9407
3300	103511	9375
3301	103546	9344
3302	103578	9313
3303	103606	9281
3304	103642	9251
3305	103675	9219
3306	103702	9187
3307	103737	9156
3308	103767	9125
3309	103798	9094
3310	103834	9063
3311	103867	9031
3312	103895	9000
3313	103930	8969
3314	103957	8937
3315	103984	8905
3316	104021	8874
3317	104050	8843
3318	104079	8811
3319	104112	8780
3320	104137	8748
3321	104170	8717
3322	104199	8685
3323	104226	8654
3324	104254	8622
3325	104281	8590
3326	104312	8559
3327	104343	8528
3328	104374	8496
3329	104409	8465
3330	104438	8434
3331	104468	8402
3332	104501	8371
3333	104533	8340
3334	104566	8308
3335	104602	8277
3336	104636	8246
3337	104664	8215
3338	104686	8183
3339	104709	8151
3340	104731	8118
3341	104753	8086
3342	104788	8055
3343	104825	8024
3344	104852	7993
3345	104886	7962
3346	104922	7931
3347	104946	7899
3348	104980	7868
3349	105011	7836
3350	105038	7804
3351	105076	7774
3352	105110	7743
3353	105134	7711
3354	105170	7680
3355	105205	7649
3356	105235	7617
3357	105264	7586
3358	105297	7554
3359	105326	7523
3360	105363	7492
3361	105398	7461
3362	105424	7429
3363	105460	7398
3364	105496	7367
3365	105526	7336
3366	105561	7304
3367	105598	7273
3368	105632	7242
3369	105662	7211
3370	105699	7180
3371	105737	7149
3372	105769	7118
3373	105801	7086
3374	105841	7056
3375	105874	7024
3376	105902	6993
3377	105935	6962
3378	105968	6930
3379	105998	6899
3380	106028	6867
3381	106066	6836
3382	106099	6805
3383	106135	6774
3384	106170	6743
3385	106199	6711
3386	106223	6680
3387	106259	6649
3388	106290	6617
3389	106328	6586
3390	106360	6555
3391	106394	6524
3392	106425	6492
3393	106461	6461
3394	106501	6430
3395	106536	6399
3396	106567	6368
3397	106605	6337
3398	106639	6306
3399	106664	6274
3400	106699	6243
3401	106733	6212
3402	106762	6180
3403	106795	6149
3404	106830	6118
3405	106857	6086
3406	106893	6055
3407	106925	6023
3408	106952	5992
3409	106991	5961
3410	107026	5930
3411	107049	5898
3412	107080	5867
3413	107110	5835
3414	107138	5804
3415	107167	5772
3416	107197	5741
3417	107231	5709
3418	107267	5678
3419	107297	5647
3420	107330	5615
3421	107365	5584
3422	107397	5553
3423	107421	5521
3424	107446	5489
3425	107470	5458
3426	107491	5426
3427	107523	5395
3428	107556	5363
3429	107592	5332
3430	107622	5301
3431	107660	5270
3432	107699	5239
3433	107734	5207
3434	107762	5176
3435	107796	5145
3436	107830	5113
3437	107855	5082
3438	107891	5051
3439	107927	5019
3440	107960	4988
3441	107995	4957
3442	108034	4926
3443	108070	4895
3444	108099	4863
3445	108130	4832
3446	108167	4801
3447	108200	4769
3448	108232	4738
3449	108268	4707
3450	108295	4675
3451	108327	4644
3452	108364	4613
3453	108400	4582
3454	108432	4550
3455	108466	4519
3456	108503	4488
3457	108530	4456
3458	108566	4425
3459	108604	4394
3460	108636	4363
3461	108667	4331
3462	108694	4300
3463	108726	4268
3464	108761	4237
3465	108799	4206
3466	108836	4175
3467	108863	4143
3468	108896	4112
3469	108931	4080
3470	108956	4049
3471	108991	4018
3472	109018	3986
3473	109047	3955
3474	109079	3923
3475	109113	3892
3476	109140	3860
3477	109177	3829
3478	109209	3798
3479	109236	3766
3480	109274	3735
3481	109307	3704
3482	109336	3672
3483	109373	3641
3484	109407	3610
3485	109440	3578
3486	109471	3547
3487	109507	3516
3488	109541	3484
3489	109571	3453
3490	109607	3422
3491	109639	3390
3492	109670	3359
3493	109705	3328
3494	109738	3296
3495	109766	3265
3496	109797	3233
3497	109833	3202
3498	109863	3171
3499	109893	3139
3500	109926	3108
3501	109951	3076
3502	109982	3045
3503	110011	3014
3504	110041	2982
3505	110074	2951
3506	110101	2919
3507	110131	2888
3508	110160	2856
3509	110189	2825
3510	110225	2794
3511	110258	2762
3512	110286	2731
3513	110321	2699
3514	110355	2668
3515	110381	2637
3516	110418	2605
3517	110452	2574
3518	110478	2542
3519	110513	2511
3520	110548	2480
3521	110574	2448
3522	110612	2417
3523	110649	2386
3524	110683	2354
3525	110710	2323
3526	110745	2292
3527	110772	2260
3528	110804	2229
3529	110841	2197
3530	110872	2166
3531	110900	2135
3532	110939	2103
3533	110966	2072
3534	110993	2040
3535	111028	2009
3536	111061	1978
3537	111092	1946
3538	111131	1915
3539	111164	1884
3540	111190	1852
3541	111225	1821
3542	111270	1790
3543	111306	1758
3544	111334	1727
3545	111371	1696
3546	111397	1664
3547	111419	1632
3548	111450	1601
3549	111479	1570
3550	111512	1538
3551	111540	1507
3552	111569	1475
3553	111606	1444
3554	111637	1413
3555	111669	1381
3556	111703	1350
3557	111735	1318
3558	111766	1287
3559	111801	1256
3560	111835	1224
3561	111864	1193
3562	111898	1162
3563	111928	1130
3564	111954	1099
3565	111991	1067
3566	112023	1036
3567	112047	1004
3568	112083	973
3569	112112	942
3570	112144	910
3571	112182	879
3572	112220	848
3573	112248	816
3574	112282	785
3575	112319	753
3576	112350	722
3577	112382	691
3578	112419	659
3579	112457	628
3580	112490	596
3581	112524	565
3582	112560	534
3583	112596	502
3584	112623	471
3585	112657	439
3586	112693	408
3587	112719	376
3588	112754	345
3589	112787	314
3590	112814	282
3591	112845	251
3592	112874	219
3593	112901	188
3594	112936	157
3595	112963	125
3596	112994	94
3597	113029	62
3598	113056	31
3599	113089	0
